identifier	synonyms	search	citations	isAuthor	letterCnt	numCnt	totalCnt	filtered_citations	summed_citations
HuH-6 Clone 5	huh-6-cl5	hepatoblastoma	1	FALSE	5	2	7	1	89
Rh30	sjrh 30	rhabdomyosarcoma	16	FALSE	4	2	6	16	1464
KYM-1	kym1	rhabdomyosarcoma	18	FALSE	3	1	4	18	175
Rh30	sj-rh30	rhabdomyosarcoma	27	FALSE	4	2	6	27	1464
Rh30	rms13	rhabdomyosarcoma	112	FALSE	3	2	5	112	1464
Rh30	rc13	rhabdomyosarcoma	9	FALSE	2	2	4	9	1464
Rh30	rms 13	rhabdomyosarcoma	68	FALSE	3	2	5	68	1464
Rh41	rh41	rhabdomyosarcoma	293	FALSE	2	2	4	293	310
Rh18	rh-18	rhabdomyosarcoma	33	FALSE	2	2	4	33	406
Rh18	rh18	rhabdomyosarcoma	358	FALSE	2	2	4	358	406
Rh30	rh-30	rhabdomyosarcoma	112	FALSE	2	2	4	112	1464
Rh30	rh30	rhabdomyosarcoma	1120	FALSE	2	2	4	1120	1464
Rh41	rh-41	rhabdomyosarcoma	17	FALSE	2	2	4	17	310
Rh18	sjrh18	rhabdomyosarcoma	5	FALSE	4	2	6	5	406
Rh18	sjrh-18	rhabdomyosarcoma	10	FALSE	4	2	6	10	406
KYM-1	kym-1	rhabdomyosarcoma	157	FALSE	3	1	4	157	175
Rh30	sj-rh 30	rhabdomyosarcoma	2	FALSE	4	2	6	2	1464
Rh30	sjrh30	rhabdomyosarcoma	52	FALSE	4	2	6	52	1464
Rh30	rh30sj	rhabdomyosarcoma	NA	FALSE	4	2	6	NA	1464
Rh30	sjrh-30	rhabdomyosarcoma	16	FALSE	4	2	6	16	1464
Rh30	sjcrh30	rhabdomyosarcoma	58	FALSE	5	2	7	58	1464
NT2-D1	ntera-2cl.d1	embryonal	15	FALSE	8	2	10	15	1725
NT2-D1	ntera-2/d1	embryonal	87	FALSE	6	2	8	87	1725
NT2-D1	nt2d1	embryonal	127	FALSE	3	2	5	127	1725
NT2-D1	nt2-d1	embryonal	873	FALSE	3	2	5	873	1725
NT2-D1	ntera2 cl.d1	embryonal	70	FALSE	8	2	10	70	1725
NT2-D1	nt2/d1	embryonal	873	FALSE	3	2	5	873	1725
NT2-D1	ntera2d1	embryonal	98	FALSE	6	2	8	98	1725
NT2-D1	ntera-2d1	embryonal	20	FALSE	6	2	8	20	1725
NT2-D1	ntera2/d1	embryonal	206	FALSE	6	2	8	206	1725
NT2-D1	ntera2-d1	embryonal	206	FALSE	6	2	8	206	1725
NT2-D1	ntera-2 cl.d1	embryonal	134	FALSE	8	2	10	134	1725
NT2-D1	ntera2-cloned1	embryonal	27	FALSE	11	2	13	27	1725
NT2-D1	ntera-2 clone d1	embryonal	68	FALSE	11	2	13	68	1725
NT2-D1	ntera 2/cl.d1	embryonal	134	FALSE	8	2	10	134	1725
GI-1	gi-1	gliosarcoma	18	FALSE	2	1	3	18	18
SF539	sf539	gliosarcoma	19	FALSE	2	3	5	19	69
SF539	sf-539 bt	gliosarcoma	7	FALSE	4	3	7	7	69
D-247MG	d247mg	gliosarcoma	17	FALSE	3	3	6	17	38
SF539	sf 539	gliosarcoma	43	FALSE	2	3	5	43	69
D-247MG	d-247mg	gliosarcoma	11	FALSE	3	3	6	11	38
SF539	sf-539	gliosarcoma	43	FALSE	2	3	5	43	69
D-247MG	d-247 mg	gliosarcoma	10	FALSE	3	3	6	10	38
D-247MG	d-247-mg	gliosarcoma	10	FALSE	3	3	6	10	38
C32 [Human melanoma]	c-32	melanoma	1360	FALSE	1	2	3	1360	1422
C32 [Human melanoma]	c32r	melanoma	10	FALSE	2	2	4	10	1422
C32 [Human melanoma]	c32-mel	melanoma	3	FALSE	4	2	6	3	1422
M14	melanoma 14	melanoma	1170	FALSE	8	2	10	1170	5769
M14	ucla-so-m14	melanoma	91	FALSE	7	2	9	91	5769
A2058	a 2058	melanoma	142	FALSE	1	4	5	142	2902
C32 [Human melanoma]	c32 mel	melanoma	3	FALSE	4	2	6	3	1422
A-375	a375-mel	melanoma	104	FALSE	4	3	7	104	15593
M14	ucla-so-14	melanoma	5	FALSE	6	2	8	5	5769
A-375	a 375	melanoma	1260	FALSE	1	3	4	1260	15593
LOX-IMVI	lox imvi	melanoma	1420	FALSE	7	0	7	1420	1625
LOX-IMVI	lox-imvi	melanoma	1420	FALSE	7	0	7	1420	1625
M14	m-14	melanoma	945	FALSE	1	2	3	945	5769
A-375	a-375	melanoma	1260	FALSE	1	3	4	1260	15593
M14	m14	melanoma	3530	FALSE	1	2	3	3530	5769
M14	ucla so m14	melanoma	91	FALSE	7	2	9	91	5769
A2058	a-2058	melanoma	142	FALSE	1	4	5	142	2902
LOX-IMVI	loxim-vi	melanoma	3	FALSE	7	0	7	3	1625
C32 [Human melanoma]	c32 [human melanoma]	melanoma	49	FALSE	14	2	16	49	1422
LOX-IMVI	lox	melanoma	8350	FALSE	3	0	3	NA	1625
A2058	a2058	melanoma	2760	FALSE	1	4	5	2760	2902
A-375	a375	melanoma	14200	FALSE	1	3	4	14200	15593
LOX-IMVI	loximvi	melanoma	202	FALSE	7	0	7	202	1625
LOX-IMVI	lox/imvi	melanoma	1420	FALSE	7	0	7	1420	1625
A-375	a375mel	melanoma	29	FALSE	4	3	7	29	15593
M14	m14-mel	melanoma	28	FALSE	4	2	6	28	5769
TGBC24TKB	tgbc-24-tkb	gallbladder	1	FALSE	7	2	9	1	23
TGBC24TKB	tgbc24tkb	gallbladder	22	FALSE	7	2	9	22	23
YAPC	yapc	pancreatic	93	FALSE	4	0	4	93	93
KP-2	kp2	pancreatic	55	FALSE	2	1	3	55	182
KP-4	kp-4	pancreatic	74	FALSE	2	1	3	74	242
KP-2	kp-2	pancreatic	127	FALSE	2	1	3	127	182
KP-4	kp 4	pancreatic	74	FALSE	2	1	3	74	242
KP-4	kp4	pancreatic	168	FALSE	2	1	3	168	242
8505C	8505c	thyroid	1010	FALSE	1	4	5	1010	1010
8305C	8305-c	thyroid	16	FALSE	1	4	5	16	363
HTC-C3	htc c3	thyroid	48	FALSE	4	1	5	48	48
BHT-101	bht-101	thyroid	146	FALSE	3	3	6	146	230
HTC-C3	htc/c3	thyroid	48	FALSE	4	1	5	48	48
CAL-62	cal-62	thyroid	188	FALSE	3	2	5	188	375
KMH-2	kmh-2	thyroid	15	FALSE	3	1	4	15	15
8305C	8305c_1	thyroid	NA	FALSE	1	5	6	NA	363
CAL-62	cal 62	thyroid	188	FALSE	3	2	5	188	375
CAL-62	cal62	thyroid	187	FALSE	3	2	5	187	375
HTC-C3	htc-c3	thyroid	48	FALSE	4	1	5	48	48
8305C	8305c	thyroid	347	FALSE	1	4	5	347	363
ASH-3	ash-3	thyroid	23	FALSE	3	1	4	23	40
BHT-101	bht101	thyroid	84	FALSE	3	3	6	84	230
HTC-C3	htcc3	thyroid	NA	FALSE	4	1	5	NA	48
CAL-62	centre antoine lacassagne-62	thyroid	NA	FALSE	23	2	25	NA	375
ASH-3	ash3	thyroid	17	FALSE	3	1	4	17	40
Hs 746.T	hs-746t	gastric	131	FALSE	3	3	6	131	694
AGS	ags	gastric	15800	FALSE	3	0	3	NA	NA
TMK-1	tmk-1	gastric	744	FALSE	3	1	4	744	996
NUGC-3	nu-gc-3	gastric	90	FALSE	4	1	5	90	948
23132/87	st23132	gastric	8	FALSE	2	5	7	8	8
SNU-5	snu5	gastric	209	FALSE	3	1	4	209	854
Fu97	fu97	gastric	92	FALSE	2	2	4	92	110
STS-0421	sts-0421	gastric	1	FALSE	3	4	7	1	1
IM95	im-95	gastric	12	FALSE	2	2	4	12	110
RERF-GC-1B	rerf-gc-1b	gastric	8	FALSE	7	1	8	8	15
SNU-16	snu16	gastric	379	FALSE	3	2	5	379	1167
SNU-1	snu1	gastric	319	FALSE	3	1	4	319	1622
RERF-GC-1B	rerfgc1b	gastric	7	FALSE	7	1	8	7	15
Hs 746.T	hs 746t	gastric	131	FALSE	3	3	6	131	694
STS-0421	sts 0421	gastric	1	FALSE	3	4	7	1	1
MKN45	mkn-45	gastric	4630	FALSE	3	2	5	4630	11010
TMK-1	tmk1	gastric	252	FALSE	3	1	4	252	996
SNU-1	snu-1	gastric	1280	FALSE	3	1	4	1280	1622
23132/87	2313287	gastric	5	FALSE	0	7	7	NA	8
SNU-16	nci-snu-16	gastric	12	FALSE	6	2	8	12	1167
Hs 746.T	hs746t	gastric	396	FALSE	3	3	6	396	694
23132/87	23132/87	gastric	90	FALSE	0	7	7	NA	8
MKN45	mkn 45	gastric	4630	FALSE	3	2	5	4630	11010
NUGC-3	nugc3	gastric	364	FALSE	4	1	5	364	948
MKN45	mkn45	gastric	6380	FALSE	3	2	5	6380	11010
23132/87	23132-87	gastric	90	FALSE	0	7	7	NA	8
SNU-16	snu-16	gastric	776	FALSE	3	2	5	776	1167
Fu97	fu-97	gastric	18	FALSE	2	2	4	18	110
STS-0421	sts0421	gastric	NA	FALSE	3	4	7	NA	1
Hs 746.T	746t	gastric	145	FALSE	1	3	4	145	694
Hs 746.T	hs 746.t	gastric	13	FALSE	3	3	6	13	694
NUGC-3	nugc-3	gastric	494	FALSE	4	1	5	494	948
GCIY	gciy	gastric	217	FALSE	4	0	4	217	217
23132/87	st 23132	gastric	8	FALSE	2	5	7	8	8
SNU-1	nci-snu-1	gastric	23	FALSE	6	1	7	23	1622
IM95	im95	gastric	98	FALSE	2	2	4	98	110
Hs 746.T	hs746-t	gastric	9	FALSE	3	3	6	9	694
SNU-5	nci-snu-5	gastric	13	FALSE	6	1	7	13	854
SNU-5	snu-5	gastric	632	FALSE	3	1	4	632	854
RERF-GC-1B	radiation effects research foundation-gastric cancer-1b	gastric	NA	FALSE	48	1	49	NA	15
23132/87	23132	gastric	150	FALSE	0	5	5	NA	8
ES-2	es-2	ovarian	1810	FALSE	2	1	3	1810	2743
RMG-I	rmg-1	ovarian	299	FALSE	3	1	4	299	698
RMG-I	rmg1	ovarian	136	FALSE	3	1	4	136	698
OVISE	ovise	ovarian	228	FALSE	5	0	5	228	228
OVTOKO	ovtoko	ovarian	174	FALSE	6	0	6	174	174
TOV-21G	tov-21g	ovarian	469	FALSE	4	2	6	469	971
TOV-21G	tov21g	ovarian	471	FALSE	4	2	6	471	971
TOV-21G	tov21	ovarian	31	FALSE	3	2	5	31	971
RMG-I	rmg-i	ovarian	263	FALSE	4	0	4	263	698
ES-2	es2	ovarian	933	FALSE	2	1	3	933	2743
HCC1419	hcc1419	breast	319	FALSE	3	4	7	319	394
HCC1187	hcc-1187	breast	51	FALSE	3	4	7	51	461
HCC1395	scc-1395	breast	2	FALSE	3	4	7	2	470
HCC38	hcc 38	breast	404	FALSE	3	2	5	404	1245
HCC70	hcc 70	breast	224	FALSE	3	2	5	224	1025
HCC70	hcc-70	breast	224	FALSE	3	2	5	224	1025
HCC202	hcc-202	breast	65	FALSE	3	3	6	65	303
HCC1395	hcc-1395	breast	65	FALSE	3	4	7	65	470
HCC1569	hcc1569	breast	420	FALSE	3	4	7	420	486
HCC70	hcc0070	breast	NA	FALSE	3	4	7	NA	1025
JIMT-1	jimt-1	breast	1100	FALSE	4	1	5	1100	2530
EFM-19	efm-19	breast	240	FALSE	3	2	5	240	304
HCC1599	hcc-1599	breast	29	FALSE	3	4	7	29	215
JIMT-1	jimt1	breast	300	FALSE	4	1	5	300	2530
HCC1954	hcc1954	breast	1460	FALSE	3	4	7	1460	1764
HCC1954	hcc-1954	breast	304	FALSE	3	4	7	304	1764
HCC1937	hcc1937	breast	2690	FALSE	3	4	7	2690	3139
HCC1419	hcc-1419	breast	75	FALSE	3	4	7	75	394
HCC2218	hcc-2218	breast	23	FALSE	3	4	7	23	212
HCC202	hcc202	breast	238	FALSE	3	3	6	238	303
HCC38	hcc-38	breast	404	FALSE	3	2	5	404	1245
HCC1599	hcc1599	breast	186	FALSE	3	4	7	186	215
HCC2157	hcc2157	breast	120	FALSE	3	4	7	120	120
HCC1937	hcc-1937	breast	449	FALSE	3	4	7	449	3139
HCC202	hcc0202	breast	NA	FALSE	3	4	7	NA	303
HCC1500	hcc-1500	breast	56	FALSE	3	4	7	56	402
HCC1143	hcc1143	breast	667	FALSE	3	4	7	667	764
JIMT-1	jimt	breast	1130	FALSE	4	0	4	1130	2530
HCC1569	hcc-1569	breast	66	FALSE	3	4	7	66	486
HCC38	hcc38	breast	841	FALSE	3	2	5	841	1245
HCC1187	hcc1187	breast	410	FALSE	3	4	7	410	461
HCC1395	hcc1395	breast	403	FALSE	3	4	7	403	470
EFM-19	efm19	breast	64	FALSE	3	2	5	64	304
HCC70	hcc70	breast	801	FALSE	3	2	5	801	1025
HCC38	hcc0038	breast	NA	FALSE	3	4	7	NA	1245
HCC1143	hcc-1143	breast	97	FALSE	3	4	7	97	764
HCC1500	hcc1500	breast	346	FALSE	3	4	7	346	402
HCC2218	hcc2218	breast	189	FALSE	3	4	7	189	212
KYSE-270	kyse270	esophageal	83	FALSE	4	3	7	83	138
KYSE-150	kyse 150	esophageal	583	FALSE	4	3	7	583	1467
TE-4	te4	esophageal	187	FALSE	2	1	3	187	295
KYSE-270	kyse 270	esophageal	54	FALSE	4	3	7	54	138
TE-12	te-12	esophageal	112	FALSE	2	2	4	112	258
EC-GI-10	ec-gi	esophageal	76	FALSE	4	0	4	76	118
KYSE-410	kyse 410	esophageal	170	FALSE	4	3	7	170	540
KYSE-410	kyse0410	esophageal	1	FALSE	4	4	8	1	540
TE-4	te-4	esophageal	108	FALSE	2	1	3	108	295
TE-15	te15	esophageal	93	FALSE	2	2	4	93	195
TE-12	te12	esophageal	146	FALSE	2	2	4	146	258
KYSE-140	kyse140	esophageal	307	FALSE	4	3	7	307	416
EC-GI-10	ecgi10	esophageal	4	FALSE	4	2	6	4	118
HCE-4	hce4	esophageal	36	FALSE	3	1	4	36	87
KYSE-150	kyse150	esophageal	876	FALSE	4	3	7	876	1467
KYSE-70	kyse70	esophageal	410	FALSE	4	2	6	410	594
KYSE-510	kyse 510	esophageal	430	FALSE	4	3	7	430	938
KYSE-220	kyse-220	esophageal	25	FALSE	4	3	7	25	69
T.T	tdott	esophageal	NA	FALSE	5	0	5	NA	NA
TE-10	te-10	esophageal	298	FALSE	2	2	4	298	539
KYSE-50	kyse 50	esophageal	14	FALSE	4	2	6	14	49
KYSE-50	kyse-50	esophageal	14	FALSE	4	2	6	14	49
T.T	t. t	esophageal	2990	FALSE	2	0	2	NA	NA
KYSE-180	ky180	esophageal	2	FALSE	2	3	5	2	445
TE-15	te-15	esophageal	102	FALSE	2	2	4	102	195
HCE-4	hce-4	esophageal	51	FALSE	3	1	4	51	87
KYSE-180	kyse 180	esophageal	93	FALSE	4	3	7	93	445
T.T	t-t	esophageal	14400	FALSE	2	0	2	NA	NA
EC-GI-10	ec-gi-10	esophageal	38	FALSE	4	2	6	38	118
T.T	t_t_	esophageal	NA	FALSE	2	0	2	NA	NA
KYSE-70	ky70	esophageal	3	FALSE	2	2	4	3	594
KYSE-410	kyse-410	esophageal	170	FALSE	4	3	7	170	540
KYSE-140	kyse 140	esophageal	109	FALSE	4	3	7	109	416
KYSE-450	kyse 450	esophageal	156	FALSE	4	3	7	156	651
KYSE-450	kyse450	esophageal	495	FALSE	4	3	7	495	651
TE-8	te8	esophageal	338	FALSE	2	1	3	338	633
KYSE-520	kyse-520	esophageal	82	FALSE	4	3	7	82	240
TE-11	te11	esophageal	189	FALSE	2	2	4	189	381
KYSE-150	kyse-150	esophageal	583	FALSE	4	3	7	583	1467
COLO 680N	colo 680n	esophageal	38	FALSE	5	3	8	38	73
KYSE-220	ky-220	esophageal	1	FALSE	2	3	5	1	69
COLO 680N	colo-680n	esophageal	38	FALSE	5	3	8	38	73
OE21	oe21	esophageal	241	FALSE	2	2	4	241	292
OE21	oe-21	esophageal	46	FALSE	2	2	4	46	292
KYSE-450	kyse-450	esophageal	156	FALSE	4	3	7	156	651
KYSE-410	kyse410	esophageal	369	FALSE	4	3	7	369	540
KYSE-180	kyse180	esophageal	350	FALSE	4	3	7	350	445
TE-11	te-11	esophageal	192	FALSE	2	2	4	192	381
KYSE-70	kyse 70	esophageal	181	FALSE	4	2	6	181	594
TE-5	te5	esophageal	181	FALSE	2	1	3	181	314
KYSE-270	kyse-270	esophageal	54	FALSE	4	3	7	54	138
COLO 680N	colo680n	esophageal	35	FALSE	5	3	8	35	73
TE-9	te-9	esophageal	130	FALSE	2	1	3	130	295
KYSE-270	ky-270	esophageal	1	FALSE	2	3	5	1	138
KYSE-180	kyse-180	esophageal	93	FALSE	4	3	7	93	445
TE-9	te9	esophageal	165	FALSE	2	1	3	165	295
KYSE-150	ky150	esophageal	8	FALSE	2	3	5	8	1467
TE-5	te-5	esophageal	133	FALSE	2	1	3	133	314
KYSE-220	kyse 220	esophageal	25	FALSE	4	3	7	25	69
KYSE-520	kyse 520	esophageal	82	FALSE	4	3	7	82	240
TE-10	te10	esophageal	241	FALSE	2	2	4	241	539
KYSE-70	kyse-70	esophageal	181	FALSE	4	2	6	181	594
KYSE-520	kyse520	esophageal	158	FALSE	4	3	7	158	240
TE-6	te-6	esophageal	69	FALSE	2	1	3	69	198
TE-1	te-1	esophageal	1220	FALSE	2	1	3	1220	1774
OE21	jroecl 21	esophageal	1	FALSE	6	2	8	1	292
KYSE-510	kyse510	esophageal	508	FALSE	4	3	7	508	938
KYSE-140	kyse-140	esophageal	109	FALSE	4	3	7	109	416
KYSE-220	kyse220	esophageal	43	FALSE	4	3	7	43	69
T.T	t.t	esophageal	14400	FALSE	2	0	2	NA	NA
TE-6	te6	esophageal	129	FALSE	2	1	3	129	198
KYSE-50	ky-50	esophageal	1	FALSE	2	2	4	1	49
TE-1	te1	esophageal	554	FALSE	2	1	3	554	1774
KYSE-50	kyse50	esophageal	34	FALSE	4	2	6	34	49
OE21	jroecl21	esophageal	4	FALSE	6	2	8	4	292
KYSE-520	kyse0520	esophageal	NA	FALSE	4	4	8	NA	240
TE-8	te-8	esophageal	295	FALSE	2	1	3	295	633
KYSE-510	kyse-510	esophageal	430	FALSE	4	3	7	430	938
T.T	tt	esophageal	NA	FALSE	2	0	2	NA	NA
OACM5.1 C	oacm5.1 c	esophageal	12	FALSE	5	2	7	12	45
KYAE-1	kyae-1	esophageal	19	FALSE	4	1	5	19	46
KYAE-1	kyae1	esophageal	3	FALSE	4	1	5	3	46
OE19	oe19	esophageal	514	FALSE	2	2	4	514	648
OACP4 C	oacp4 c	esophageal	10	FALSE	5	1	6	10	36
OE19	jroecl19	esophageal	16	FALSE	6	2	8	16	648
OACM5.1 C	oacm5.1	esophageal	30	FALSE	4	2	6	30	45
OACM5.1 C	oacm5_1	esophageal	NA	FALSE	4	2	6	NA	45
OE19	oec19	esophageal	2	FALSE	3	2	5	2	648
OACP4 C	oac-p4c	esophageal	3	FALSE	5	1	6	3	36
OACM5.1 C	oac-m5.1 c	esophageal	NA	FALSE	5	2	7	NA	45
SK-GT-4	sk-gt-4	esophageal	79	FALSE	4	1	5	79	195
OACM5.1 C	oacm51	esophageal	2	FALSE	4	2	6	2	45
OE19	jroecl 19	esophageal	4	FALSE	6	2	8	4	648
KYAE-1	kyae	esophageal	24	FALSE	4	0	4	24	46
OACM5.1 C	oac-m5.1	esophageal	1	FALSE	4	2	6	1	45
FLO-1	flo1	esophageal	52	FALSE	3	1	4	52	311
OACP4 C	oacp4c	esophageal	23	FALSE	5	1	6	23	36
ESO-51	eso51	esophageal	29	FALSE	3	2	5	29	34
FLO-1	flo-1	esophageal	259	FALSE	3	1	4	259	311
FLO-1	flo	esophageal	520	FALSE	3	0	3	NA	311
ESO-51	eso-51	esophageal	5	FALSE	3	2	5	5	34
OACM5.1 C	oacm5-1	esophageal	30	FALSE	4	2	6	30	45
SK-GT-4	skgt4	esophageal	116	FALSE	4	1	5	116	195
OE19	oe-19	esophageal	112	FALSE	2	2	4	112	648
C-33 A	c33-a	cervical	320	FALSE	2	2	4	320	5499
OMC-1 [Human cervical carcinoma]	omc-1 [human cervical carcinoma]	cervical	NA	FALSE	25	1	26	NA	3
OMC-1 [Human cervical carcinoma]	osaka medical college-1	cervical	2	FALSE	19	1	20	2	3
C-33 A	c-33 a	cervical	152	FALSE	2	2	4	152	5499
C-33 A	c-33-a	cervical	152	FALSE	2	2	4	152	5499
C-33 A	c33a	cervical	3290	FALSE	2	2	4	3290	5499
C-33 A	c33	cervical	835	FALSE	1	2	3	835	5499
OMC-1 [Human cervical carcinoma]	omc1	cervical	1	FALSE	3	1	4	1	3
C-33 A	c-33a	cervical	902	FALSE	2	2	4	902	5499
SCaBER	scaber	bladder	1200	FALSE	6	0	6	1200	1200
SK-LMS-1	sklms1	vulvar	NA	FALSE	5	1	6	NA	31
SK-LMS-1	sk-lms-1	vulvar	28	FALSE	5	1	6	28	31
SK-LMS-1	sklms-1	vulvar	3	FALSE	5	1	6	3	31
GAK	gak	vulvar	34	FALSE	3	0	3	NA	NA
KTCTL-13	rcc-er	renal	15	FALSE	5	0	5	15	18
KMRC-20	kmrc-20	renal	5	FALSE	4	2	6	5	8
TK-10	tk10	renal	185	FALSE	2	2	4	185	1475
KTCTL-26A	rcc-fg2	renal	18	FALSE	5	1	6	18	28
KTCTL-195	rccjw	renal	NA	FALSE	5	0	5	NA	10
KTCTL-195	rcc-jw	renal	8	FALSE	5	0	5	8	10
KTCTL-26A	ktctl-26a	renal	10	FALSE	6	2	8	10	28
KTCTL-21	rcc-ab	renal	11	FALSE	5	0	5	11	12
KTCTL-13	rccer	renal	NA	FALSE	5	0	5	NA	18
KTCTL-26A	ktctl26a	renal	NA	FALSE	6	2	8	NA	28
Caki-1	caki1	renal	231	FALSE	4	1	5	231	4191
KTCTL-195	ktctl195	renal	NA	FALSE	5	3	8	NA	10
TK-10	tk.10	renal	1290	FALSE	2	2	4	1290	1475
KTCTL-13	ktctl-13	renal	3	FALSE	5	2	7	3	18
KTCTL-140	ktctl140	renal	NA	FALSE	5	3	8	NA	7
KTCTL-1M	rccmf	renal	NA	FALSE	5	0	5	NA	27
Caki-1	caki-1	renal	3960	FALSE	4	1	5	3960	4191
KTCTL-140	rcc-jf	renal	4	FALSE	5	0	5	4	7
TK-10	tk 10	renal	1290	FALSE	2	2	4	1290	1475
KTCTL-21	ktctl21	renal	NA	FALSE	5	2	7	NA	12
KTCTL-13	ktctl13	renal	NA	FALSE	5	2	7	NA	18
KTCTL-21	rccab	renal	NA	FALSE	5	0	5	NA	12
KTCTL-140	rccjf	renal	1	FALSE	5	0	5	1	7
KTCTL-1M	rcc-mf	renal	24	FALSE	5	0	5	24	27
KTCTL-21	ktctl-21	renal	1	FALSE	5	2	7	1	12
KTCTL-26A	rccfg2	renal	NA	FALSE	5	1	6	NA	28
KTCTL-13	ktctl 13	renal	3	FALSE	5	2	7	3	18
KMRC-1	kmrc-1	renal	23	FALSE	4	1	5	23	29
KTCTL-195	ktctl-195	renal	2	FALSE	5	3	8	2	10
Caki-1	caki 1	renal	3960	FALSE	4	1	5	3960	4191
KTCTL-140	ktctl-140	renal	2	FALSE	5	3	8	2	7
TK-10	tk-10	renal	1290	FALSE	2	2	4	1290	1475
KTCTL-1M	ktctl-1m	renal	3	FALSE	6	1	7	3	27
KMRC-1	kmrc1	renal	6	FALSE	4	1	5	6	29
KTCTL-1M	ktctl1m	renal	NA	FALSE	6	1	7	NA	27
Caki-1	caki.1	renal	3960	FALSE	4	1	5	3960	4191
KMRC-20	kmrc20	renal	3	FALSE	4	2	6	3	8
IHH-4	ihh-4	thyroid	93	FALSE	3	1	4	93	160
K5	k5	thyroid	NA	FALSE	1	1	2	NA	NA
IHH-4	ihh4	thyroid	67	FALSE	3	1	4	67	160
HCC1806	hcc1806	breast	1130	FALSE	3	4	7	1130	1342
HCC1806	hcc-1806	breast	212	FALSE	3	4	7	212	1342
NCI-H727	nci-h727	lung	425	FALSE	4	3	7	425	1195
NCI-H727	ncih727	lung	13	FALSE	4	3	7	13	1195
UMC-11	nci-umc-11	lung	2	FALSE	6	2	8	2	46
NCI-H835	nci-h835	lung	16	FALSE	4	3	7	16	85
NCI-H835	h835	lung	65	FALSE	1	3	4	65	85
NCI-H835	h-835	lung	4	FALSE	1	3	4	4	85
NCI-H835	ncih835	lung	NA	FALSE	4	3	7	NA	85
NCI-H720	h-720	lung	23	FALSE	1	3	4	23	306
NCI-H720	h720	lung	191	FALSE	1	3	4	191	306
NCI-H720	nci-h720	lung	90	FALSE	4	3	7	90	306
NCI-H720	ncih720	lung	2	FALSE	4	3	7	2	306
NCI-H727	h727	lung	732	FALSE	1	3	4	732	1195
NCI-H727	h-727	lung	25	FALSE	1	3	4	25	1195
UMC-11	umc11	lung	10	FALSE	3	2	5	10	46
UMC-11	umc-11	lung	34	FALSE	3	2	5	34	46
HO-1-N-1	ho1-n1	oral	NA	FALSE	3	2	5	NA	253
BICR 10	bicr-10 r	oral	1	FALSE	5	2	7	1	22
BICR 10	bicr10	oral	12	FALSE	4	2	6	12	22
BICR 10	bicr-10	oral	9	FALSE	4	2	6	9	22
HO-1-N-1	ho1n1	oral	12	FALSE	3	2	5	12	253
BICR 10	beatson institute for cancer research 10	oral	NA	FALSE	33	2	35	NA	22
HO-1-N-1	ho-1-n-1	oral	182	FALSE	3	2	5	182	253
BICR 10	bicr 10	oral	9	FALSE	4	2	6	9	22
HO-1-N-1	ho1-n-1	oral	11	FALSE	3	2	5	11	253
HO-1-N-1	nakata-1	oral	48	FALSE	6	1	7	48	253
KON	kon	oral	3460	FALSE	3	0	3	NA	NA
BB49-HNC	bb49-scchn	oral	5	FALSE	7	2	9	5	6
HO-1-u-1	ho-1-u-1	oral	156	FALSE	3	2	5	156	297
HO-1-u-1	ho1-u1	oral	2	FALSE	3	2	5	2	297
BB49-HNC	bb49hnc	oral	NA	FALSE	5	2	7	NA	6
HO-1-u-1	ho1u1	oral	11	FALSE	3	2	5	11	297
HO-1-u-1	ueda-1	oral	120	FALSE	4	1	5	120	297
HO-1-u-1	ho1-u-1	oral	8	FALSE	3	2	5	8	297
BB49-HNC	bb49-hnc	oral	1	FALSE	5	2	7	1	6
BB49-HNC	bb49 hnc	oral	1	FALSE	5	2	7	1	6
FaDu	fadu	pharyngeal	1340	FALSE	4	0	4	1340	1340
JHU-011	jhu011	laryngeal	13	FALSE	3	3	6	13	110
JHU-011	jhu-o11	laryngeal	13	FALSE	4	2	6	13	110
JHU-011	jhu-011	laryngeal	31	FALSE	3	3	6	31	110
JHU-029	hnscc 029	laryngeal	1	FALSE	5	3	8	1	23
PCI-04B	pci-04b	laryngeal	2	FALSE	4	2	6	2	21
JHU-011	o11	laryngeal	60	FALSE	1	2	3	60	110
JHU-022	jhu-o22	laryngeal	6	FALSE	4	2	6	6	79
JHU-022	o22	laryngeal	35	FALSE	1	2	3	35	79
JHU-022	022	laryngeal	979	FALSE	0	3	3	NA	79
JHU-029	jhu-o29	laryngeal	4	FALSE	4	2	6	4	23
JHU-029	jhu-029	laryngeal	10	FALSE	3	3	6	10	23
JHU-011	jhu 011	laryngeal	31	FALSE	3	3	6	31	110
JHU-022	jhu-22	laryngeal	7	FALSE	3	2	5	7	79
JHU-011	jhu-011-scc	laryngeal	6	FALSE	6	3	9	6	110
JHU-022	hnscc 022	laryngeal	NA	FALSE	5	3	8	NA	79
PCI-04B	pci-4m	laryngeal	NA	FALSE	4	1	5	NA	21
JHU-011	011	laryngeal	2530	FALSE	0	3	3	NA	110
JHU-022	jhu022	laryngeal	9	FALSE	3	3	6	9	79
JHU-011	hnscc 011	laryngeal	NA	FALSE	5	3	8	NA	110
JHU-011	11	laryngeal	NA	FALSE	0	2	2	NA	110
JHU-022	jhu-022-scc	laryngeal	4	FALSE	6	3	9	4	79
